N,GrafoMatrix,GrafoLista
1000,0.0002,0.0003,0.0004,0.0002,0.0002,0.0001,0.0001,0.0003,281200000
2000,0.0002,0.0001,0.0004,0.0003,0.0001,0.0002,0.0001,0.0002,611900000
3000,0.0001,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0003,811400000
4000,0.0002,0.0001,0.0004,0.0003,0.0001,0.0001,0.0002,0.0002,1073600000
5000,0.0003,0.0001,0.0005,0.0003,0.0001,0.0001,0.0001,0.0003,1851600000
6000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0002,0.0002,0.0003,1625700000
7000,0.0003,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0003,2057400000
8000,0.0004,0.0002,0.0006,0.0005,0.0002,0.0001,0.0002,0.0003,2525800000
9000,0.0003,0.0002,0.0005,0.0003,0.0003,0.0002,0.0002,0.0002,3212400000
10000,0.0003,0.0001,0.0004,0.0003,0.0002,0.0001,0.0001,0.0002,2914700000
11000,0.0004,0.0002,0.0005,0.0004,0.0004,0.0001,0.0002,0.0002,3300400000
12000,0.001,0.0004,0.0008,0.0004,0.0002,0.0001,0.0002,0.0002,3766700000
13000,0.0004,0.0002,0.0006,0.0007,0.0002,0.0002,0.0002,0.0003,6750900000
14000,0.0003,0.0001,0.0004,0.0003,0.0003,0.0001,0.0002,0.0003,4240800000
15000,0.0003,0.0002,0.0004,0.0003,0.0003,0.0001,0.0002,0.0002,4572500000
16000,0.0003,0.0002,0.0006,0.0005,0.0002,0.0001,0.0002,0.0003,5013500000
17000,0.0004,0.0003,0.0005,0.0003,0.0002,0.0001,0.0002,0.0002,5123800000
18000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0001,0.0002,0.0002,5369700000
19000,0.0003,0.0003,0.0011,0.0004,0.0002,0.0002,0.0002,0.0003,5786800000
20000,0.0002,0.0003,0.0004,0.0003,0.0003,0.0001,0.0002,0.0002,6255400000
21000,0.0002,0.0006,0.0003,0.0002,0.0003,0.0001,0.0001,0.0002,6709700000
22000,0.0003,0.0002,0.0004,0.0003,0.0002,0.0001,0.0002,0.0002,7086100000
23000,0.0003,0.0004,0.0004,0.0008,0.0006,0.0001,0.0001,0.0002,7270300000
24000,0.0003,0.0002,0.0005,0.0003,0.0001,0.0002,0.0001,0.0003,7807200000
25000,0.0002,0.0002,0.0006,0.0004,0.0003,0.0001,0.0002,0.0003,8866700000
26000,0.0003,0.0002,0.0005,0.0003,0.0002,0.0001,0.0001,0.0002,8407300000
27000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,9413400000
28000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0001,0.0001,0.0002,9887800000
29000,0.0003,0.0002,0.0004,0.0003,0.0001,0.0002,0.0002,0.0002,9266100000
30000,0.0003,0.0003,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,9801600000
31000,0.0003,0.0005,0.0005,0.0003,0.0004,0.0002,0.0001,0.0003,9684500000
32000,0.0005,0.0004,0.0006,0.0002,0.0002,0.0002,0.0001,0.0003,10045800000
33000,0.0006,0.0003,0.0005,0.0002,0.0002,0.0001,0.0002,0.0002,11632500000
34000,0.0002,0.0002,0.0004,0.0002,0.0001,0.0001,0.0002,0.0002,13164700000
35000,0.0003,0.0003,0.0006,0.0005,0.0002,0.0001,0.0002,0.0003,12377600000
36000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0001,0.0001,0.0002,12193500000
37000,0.0002,0.0003,0.0005,0.0004,0.0003,0.0001,0.0001,0.0003,14265100000
38000,0.0002,0.0001,0.0004,0.0003,0.0001,0.0001,0.0001,0.0002,13148800000
39000,0.0003,0.0002,0.0005,0.0004,0.0001,0.0001,0.0002,0.0003,13728000000
40000,0.0002,0.0003,0.0006,0.0003,0.0002,0.0002,0.0002,0.0002,13075900000
41000,0.0002,0.0003,0.0004,0.0002,0.0002,0.0002,0.0001,0.0002,13788500000
42000,0.0003,0.0002,0.0005,0.0003,0.0001,0.0002,0.0002,0.0003,14313600000
43000,0.0005,0.0005,0.0007,0.0005,0.0002,0.0003,0.0003,0.0004,15131900000
44000,0.0005,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0002,18693000000
45000,0.0002,0.0003,0.0005,0.0003,0.0002,0.0001,0.0001,0.0002,16674700000
46000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,16762500000
47000,0.0002,0.0004,0.0008,0.0004,0.0001,0.0003,0.0003,0.0004,17119400000
48000,0.0002,0.0003,0.0005,0.0004,0.0002,0.0001,0.0001,0.0003,24524700000
49000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,19273700000
50000,0.0002,0.0002,0.0004,0.0002,0.0002,0.0002,0.0001,0.0002,16995400000
51000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,17490200000
52000,0.0002,0.0003,0.0007,0.0003,0.0002,0.0001,0.0002,0.0002,17375500000
53000,0.0002,0.0002,0.0005,0.0002,0.0002,0.0001,0.0002,0.0002,18890300000
54000,0.0003,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,20792400000
55000,0.0003,0.0002,0.0004,0.0003,0.0002,0.0001,0.0001,0.0002,20096400000
56000,0.0002,0.0004,0.0005,0.0003,0.0008,0.0002,0.0002,0.0003,21504700000
57000,0.0003,0.0002,0.0005,0.0003,0.0002,0.0002,0.0001,0.0002,22073000000
58000,0.0003,0.0002,0.0005,0.0003,0.0002,0.0001,0.0001,0.0002,19714500000
59000,0.0002,0.0003,0.0004,0.0003,0.0001,0.0002,0.0002,0.0002,19600500000
60000,0.0003,0.0003,0.0004,0.0002,0.0002,0.0002,0.0001,0.0003,21135300000
61000,0.0003,0.0001,0.0005,0.0002,0.0001,0.0001,0.0001,0.0005,21271200000
62000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,21562800000
63000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0003,22463600000
64000,0.0002,0.0002,0.0005,0.0002,0.0002,0.0001,0.0002,0.0002,22354800000
65000,0.0002,0.0003,0.0004,0.0002,0.0001,0.0001,0.0002,0.0002,22879500000
66000,0.0003,0.0002,0.0004,0.0002,0.0004,0.0001,0.0002,0.0002,24519600000
67000,0.0002,0.0002,0.0005,0.0002,0.0002,0.0002,0.0001,0.0004,25028200000
68000,0.0002,0.0003,0.0004,0.0003,0.0002,0.0001,0.0002,0.0003,25864100000
69000,0.0003,0.0003,0.0004,0.0002,0.0002,0.0002,0.0001,0.0002,26242700000
70000,0.0003,0.0005,0.0009,0.0005,0.0002,0.0003,0.0002,0.0003,34709400000
71000,0.0003,0.0004,0.0004,0.0003,0.0002,0.0001,0.0002,0.0002,27411900000
72000,0.0002,0.0002,0.0004,0.0002,0.0001,0.0001,0.0001,0.0003,27061100000
73000,0.0002,0.0003,0.0005,0.0002,0.0001,0.0002,0.0001,0.0002,27131300000
74000,0.0002,0.0003,0.0005,0.0003,0.0002,0.0002,0.0002,0.0003,29709300000
75000,0.0003,0.0002,0.0004,0.0003,0.0002,0.0001,0.0002,0.0003,29923700000
76000,0.0005,0.0002,0.0004,0.0002,0.0002,0.0001,0.0001,0.0002,29156600000
77000,0.0002,0.0003,0.0004,0.0003,0.0002,0.0002,0.0001,0.0003,28859000000
78000,0.0002,0.0002,0.0004,0.0005,0.0002,0.0002,0.0001,0.0002,29412100000
79000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0001,0.0002,0.0003,31001600000
80000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0003,31596300000
81000,0.0002,0.0002,0.0005,0.0002,0.0002,0.0001,0.0001,0.0002,29419100000
82000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,30826500000
83000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,30880300000
84000,0.0002,0.0002,0.0004,0.0002,0.0003,0.0001,0.0001,0.0002,35389500000
85000,0.0007,0.0007,0.0018,0.0005,0.0014,0.0014,0.0008,0.0008,6278231100000
86000,0.0002,0.0002,0.0005,0.0003,0.0002,0.0001,0.0002,0.0002,35273800000
87000,0.0002,0.0002,0.0005,0.0003,0.0003,0.0002,0.0002,0.0003,33615900000
88000,0.0002,0.0002,0.0004,0.0002,0.0002,0.0002,0.0001,0.0002,34457200000
89000,0.0003,0.0003,0.0005,0.0003,0.0003,0.0001,0.0001,0.0003,35530900000
90000,0.0002,0.0002,0.0004,0.0002,0.0001,0.0002,0.0001,0.0003,36828300000
91000,0.0003,0.0002,0.0007,0.0003,0.0001,0.0002,0.0001,0.0002,36036500000
92000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0002,0.0002,35988500000
93000,0.0002,0.0002,0.0005,0.0002,0.0002,0.0002,0.0001,0.0002,37850400000
94000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0002,37836400000
95000,0.0002,0.0002,0.0004,0.0002,0.0002,0.0001,0.0001,0.0004,39279100000
96000,0.0003,0.0002,0.0005,0.0003,0.0002,0.0001,0.0001,0.0002,40712800000
97000,0.0002,0.0001,0.0004,0.0003,0.0001,0.0001,0.0001,0.0002,38201200000
98000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0002,0.0002,39442800000
99000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0002,0.0003,43818600000
100000,0.0003,0.0003,0.0007,0.0003,0.0001,0.0001,0.0002,0.0004,40912400000
101000,0.0002,0.0002,0.0004,0.0006,0.0001,0.0001,0.0001,0.0003,43047000000
102000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0001,0.0001,0.0002,42289000000
103000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0003,42246700000
104000,0.0003,0.0002,0.0004,0.0002,0.0002,0.0002,0.0001,0.0002,49458000000
105000,0.0002,0.0002,0.0005,0.0003,0.0001,0.0002,0.0001,0.0002,45705900000
106000,0.0002,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,0.0003,45029000000
107000,0.0002,0.0002,0.0004,0.0005,0.0002,0.0001,0.0002,0.0002,44473900000
108000,0.0002,0.0001,0.0004,0.0003,0.0001,0.0001,0.0001,0.0002,52576400000
109000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0002,0.0001,0.0003,45867000000
110000,0.0002,0.0002,0.0003,0.0003,0.0002,0.0001,0.0002,0.0008,46175500000
111000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0002,45052300000
112000,0.0003,0.0002,0.0006,0.0004,0.0001,0.0001,0.0002,0.0003,47400500000
113000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0002,0.0001,0.0003,49950800000
114000,0.0003,0.0002,0.0003,0.0002,0.0002,0.0001,0.0001,0.0002,49327400000
115000,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002,0.0001,0.0003,49695900000
116000,0.0003,0.0002,0.0004,0.0003,0.0002,0.0002,0.0002,0.0003,51328700000
117000,0.0002,0.0002,0.0006,0.0005,0.0002,0.0002,0.0001,0.0002,53305500000
118000,0.0006,0.0002,0.0004,0.0005,0.0002,0.0001,0.0002,0.0003,54322900000
119000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0003,55344900000
120000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0002,0.0001,0.0003,54752000000
121000,0.0002,0.0002,0.0004,0.0003,0.0002,0.0002,0.0001,0.0003,55921100000
122000,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0001,0.0006,50448200000
123000,0.0002,0.0001,0.0004,0.0003,0.0001,0.0001,0.0002,0.0002,54143900000
124000,0.0002,0.0002,0.0003,0.0003,0.0001,0.0001,0.0001,0.0003,56161800000
125000,0.0002,0.0002,0.0004,0.0003,0.0001,0.0001,0.0002,0.0003,57278800000
126000,0.0002,0.0001,0.0004,0.0002,0.0002,0.0001,0.0001,0.0002,55533600000
127000,0.0002,0.0001,0.0005,0.0003,0.0002,0.0001,0.0002,0.0002,59778300000
